Center,Left,Right,Steering,Throttle,Brake,Speed
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_055.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_055.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_055.jpg,0,0,0,20.74245
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_176.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_176.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_176.jpg,-0.15,0,0,20.44335
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_302.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_302.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_302.jpg,-0.45,0,0,20.08793
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_423.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_423.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_423.jpg,-0.1808395,0,0,19.82684
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_542.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_542.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_542.jpg,0,0,0,19.56753
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_665.jpg,0,0,0,19.3328
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_789.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_789.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_789.jpg,0,0,0,19.10971
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_53_913.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_53_913.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_53_913.jpg,0,0,0,18.94589
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_037.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_037.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_037.jpg,0,0,0,18.39137
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_156.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_156.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_156.jpg,0,0,0,18.59773
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_275.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_275.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_275.jpg,0,0,0,18.40298
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_404.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_404.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_404.jpg,0,0,0,17.63618
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_521.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_521.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_521.jpg,0,0,0,17.41525
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_644.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_644.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_644.jpg,0,0,0,17.19747
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_765.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_765.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_765.jpg,0,0,0,16.9827
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_887.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_887.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_887.jpg,0,0,0,16.77097
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_54_959.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_54_959.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_54_959.jpg,0,0,0,16.63152
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_078.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_078.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_078.jpg,0,0,0,16.42504
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_200.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_200.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_200.jpg,0,0,0,16.22212
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_302.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_302.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_302.jpg,0,0,0,16.67024
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_422.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_422.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_422.jpg,0,0,0,16.47565
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_547.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_547.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_547.jpg,0,0,0,16.28644
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_665.jpg,0,0,0,16.10343
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_783.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_783.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_783.jpg,0,0,0,15.91805
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_901.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_901.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_901.jpg,0,0,0,15.73112
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_55_968.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_55_968.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_55_968.jpg,0,0,0,15.60745
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_080.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_080.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_080.jpg,-0.15,0,0,14.92783
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_195.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_195.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_195.jpg,-0.1651447,0,0,14.71275
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_311.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_311.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_311.jpg,0,0,0,14.53945
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_426.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_426.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_426.jpg,0,0,0,14.88964
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_541.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_541.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_541.jpg,0,0,0,14.72531
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_657.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_657.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_657.jpg,0,0,0,14.52733
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_777.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_777.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_777.jpg,0,0,0,14.37504
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_56_892.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_56_892.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_56_892.jpg,0,0,0,14.18697
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_013.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_013.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_013.jpg,0,0,0,14.00972
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_129.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_129.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_129.jpg,-0.15,0,0,13.80379
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_244.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_244.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_244.jpg,-0.173157,0,0,13.07855
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_357.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_357.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_357.jpg,0,0,0,12.90814
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_470.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_470.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_470.jpg,0,0,0,12.74488
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_582.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_582.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_582.jpg,0,0,0,13.17049
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_695.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_695.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_695.jpg,0,0,0,13.00999
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_806.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_806.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_806.jpg,0,0,0,12.32139
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_918.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_918.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_918.jpg,-0.3,0,0,12.14228
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_57_993.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_57_993.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_57_993.jpg,-0.5000001,0,0,11.98496
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_108.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_108.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_108.jpg,-0.2184606,0,0,11.92015
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_218.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_218.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_218.jpg,0,0,0,12.28848
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_331.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_331.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_331.jpg,0,0,0,12.0987
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_443.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_443.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_443.jpg,0,0,0,11.56799
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_555.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_555.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_555.jpg,0,0,0,11.41447
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_665.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_665.jpg,-0.25,0,0,11.5438
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_778.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_778.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_778.jpg,-0.3219545,0,0,11.31864
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_889.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_889.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_889.jpg,0,0,0,11.18751
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_58_975.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_58_975.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_58_975.jpg,0,0,0,11.06694
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_082.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_082.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_082.jpg,0,0,0,10.9336
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_194.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_194.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_194.jpg,0,0,0,10.82384
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_307.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_307.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_307.jpg,0,0.3403473,0,11.03121
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_416.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_416.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_416.jpg,0,0.6663573,0,11.78107
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_558.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_558.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_558.jpg,0,1,0,12.46478
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_634.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_634.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_634.jpg,0,1,0,13.75984
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_750.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_750.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_750.jpg,0,1,0,15.03296
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_890.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_890.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_890.jpg,0,0.6668804,0,15.92532
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_33_59_980.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_33_59_980.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_33_59_980.jpg,-0.15,0.3094814,0,16.26604
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_111.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_111.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_111.jpg,-0.4,0.00677228,0,16.52951
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_225.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_225.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_225.jpg,-0.1595907,0,0,15.86506
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_331.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_331.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_331.jpg,0,0,0,15.64778
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_439.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_439.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_439.jpg,0,0,0,16.04571
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_543.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_543.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_543.jpg,0,0,0,15.3511
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_647.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_647.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_647.jpg,0,0,0,15.18293
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_750.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_750.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_750.jpg,0,0,0,15.55985
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_854.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_854.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_854.jpg,-0.25,0,0,14.8651
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_00_971.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_00_971.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_00_971.jpg,-0.2705162,0,0,14.64495
/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_17_21_34_01_072.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_17_21_34_01_072.jpg,/home/sunils/Documents/carnd/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_17_21_34_01_072.jpg,0,0,0,15.00893
